Party,Sub Party,Sales Person,Sales Branch,Sales Person.0,Article,Blend,Width,GSM,Color,Lab No.,Lot No,Challan No.,Qty (Kg),Qty (Mtr.),No. of Taka,Type of Finish,Type of Packing,Remarks,Order Number,,Manual Conf.
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / NS /85'',NS,57'',130,v deep Taupe ,MATCH TO STD,20063,48,101,507,4,jockey ,Roll,,UDN-147,,
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / NS /85'',NS,57'',130,V j coffee,MATCH TO STD,20071,56,99,497,4,jockey ,Roll,,UDN-148,,
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / NS /85'',NS,57'',130,v gray Ridge,MATCH TO STD,20070,55,99,497,4,jockey ,Roll,,UDN-149,,
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / NS /85'',NS,57'',130,v new steel grey milange,MATCH TO STD,20072,57,99,495,4,jockey ,Roll,,UDN-150,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-74 / ns / 130'',NS,60'',200,Light Gold,old lot 18351,20076,61,402,1005,10,soft,Roll,,UDN-151,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-74 / ns / 130'',NS,60'',200,GOLD,old lot 18344,20068,53,200,500,5,soft,Roll,urgent,UDN-152,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-74 / ns / 130'',NS,60'',200,GOLD,old lot 18344,20073,58,202,506,5,soft,Roll,,UDN-153,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-74 / ns / 130'',NS,60'',200,silver,old lot 18356,20049,34,411,1027,10,soft,Roll,,UDN-154,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-74 / ns / 130'',NS,60'',200,silver,old lot 18356,20050,35,407,1019,10,soft,Roll,,UDN-155,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-4008 / NS /130'',NS,58'',180,WHITE,regular,20051,36,228,685,6,soft,kanti,,UDN-156,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-4008 / NS /130'',NS,58'',180,WHITE,regular,19600,437,94,281,3,soft,kanti,,UDN-157,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-74 / ns / 130'',NS,58'',200,white,regular,18359,19,39,99,1,soft,kanti,,UDN-158,,
GINZA UDHNA,GINZA,KULDEEP,,,A-536 /N/ 66,N,56'',-,WHITE,REGULAR,20094,-,31.4,235,2,SOFT,KATI,FINISH QLTY-8.25,UDN-159,,
GINZA UDHNA,GINZA,KULDEEP,,,S-617 /NS/ 68,NS,56'',-,WHITE,REGULAR,20106,-,130.72,561.5,7,SOFT,KATI,FINISH QLTY-5.25,UDN-160,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,A-71 /N/ 65,N,56'',-,B+HEAT SET,-,19101,-,13.6,204,1,SOFT,KATI,FINISH QLTY-15 MTR / need phenolic FINISH,UDN-161,,
GINZA UDHNA,GINZA S.G.U,ARIK,,,SP-019 / NS / 65,NS,58,125,NAVY,N-47234,20197,98,163.82,737,11,REGULAR,TAKA FORM,FINISH QULITY 5.5 URGANT,UDN-162,,
GINZA UDHNA,GINZA,KULDEEP,,,S-617 /NS/ 68,NS,56'',-,WHITE,REGULAR,20192,-,189.88,815.5,10,SOFT,KATI,FINISH QLTY-5.25,UDN-163,,
GINZA UDHNA,K.P. TEXTILE,KULDEEP,,,JL-155 /N/ 66,N,54'',-,B+HEAT SET,REGULAR,20203,-,58.6,609.5,5,SOFT,KATI,FINISH QLTY-11.50,UDN-164,,
GINZA UDHNA,MITTAL HOSIERY,KULDEEP,,,A-17A /N/ 62,N,56'',-,LIGHT GREEN,N-47415,20202,-,238.3,1453.5,14,SOFT,KATI,FINISH QLTY-6.75 ,UDN-165,,
GINZA UDHNA,K.P. TEXTILE,KULDEEP,,,JL-155 /N/ 66,N,54'',-,B+HEAT SET,REGULAR,20203,-,58.6,609.5,5,SOFT,KATI,FINISH QLTY-11.50,UDN-166,,
GINZA UDHNA,ACCOARD FABRIC ,KULDEEP,,,JLS-180A /NS/ 64,NS,56'',-,ORANGE,N-46011,20209,-,179.34,1074.5,14,SOFT,KATI,FINISH QLTY-6.80 / OLD LOT 17185,UDN-167,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-75B / NS /130'',NS,58'',170,WHITE,Regular,20198,99,78,219,2,soft,kanti,,UDN-168,,
GINZA UDHNA,TAPIO,VIRENDRA,,,TR-508 / PS / 85'',PS,58'',110,OLIVE,D-15532,20207,108,231,1391,11,soft,kanti,,UDN-169,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-04 / NS / 85'',NS,58'',160,WHITE,Regular,20199,100,114,410,3,soft,kanti,,UDN-170,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-04 / NS / 85'',NS,58'',160,WHITE,Regular,20200,101,130,471,4,soft,kanti,,UDN-171,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-4051H350C/ NS /130'',NS,58'',190,WHITE,Regular,20201,102,122,303,3,soft,kanti,,UDN-172,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-1 / NS / 85'',NS,58'',130,WHITE,Regular,20208,109,180,901,7,soft,kanti,,UDN-173,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-83 / NS /130'',NS,58'',200,BLACK,Regular,19543,419,190,475,5,soft,kanti,,UDN-174,,
CKU,Reliance Retail Limited (Richmond Road - Bangalore),PIYUSH(CKU),,,NEW SAMPLE-1228B,PS,60,100,SAND SHEEL,CKU-22594,19895,KDC-30,351.8,,15,SOFT WICKING,Rolling,,CKU-1974,,
CKU,RELIANCE,PIYUSH(CKU),,,C-768A-62,PS,60,220,PINK,CKU-20863,20190,KDC-17,405,,16,SOFT FINISH,Rolling,,CKU-1975,,
CKU,RELIANCE,PIYUSH(CKU),,,C-768A-62,PS,60,220,BLACK,CKU-15805,20191,KDC-18,407,,16,SOFT FINISH,Rolling,,CKU-1976,,
CKU,SGU,PIYUSH(CKU),,,C-920F(82%NYLON 18%SPANDEX),NS,60,200,FUDGE,N-47693,20010,KDC-06,197.2,,8,SOFT FINISH,Rolling,,CKU-1977,,
CKU,PIYUSH SIR,PIYUSH(CKU),,,C-735,PS,56,220,ANY COLOR,-,20007,KDC-03,22.7,,1,SOFT WICKING,Rolling,,CKU-1978,,
CKU,K G SPORTS,PIYUSH(CKU),,,NEW SAMPLE-1175A,PS,60,260,BLACK,-,20212RF,JIS-28,170.51,,7,SILICON FINISH,Rolling,FOR RF SOFT FINISH,CKU-1979,,
GINZA UDHNA,SGU,,,,S-620,NS,56,110,COKE,,17644,,51,259,3,SOFT FINISH KATI,kanti,,ORD-22082,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-92B / NS /130'',NS,58'',320,WHITE,Regular,20242,112,100,191,3,soft,kanti,,UDN-175,,
GINZA UDHNA,B. K. ENT,VIRENDRA,,,TR-45A /NS / 85'',NS,56'',200,BOIL + HEAT SET,Regular,20243,113,348,1184,10,soft,kanti,,UDN-176,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-83 / NS /130'',NS,58'',498,WHITE,Regular,20257,127,199,498,5,soft,kanti,,UDN-177,,
GINZA UDHNA,GOPAL,VIRENDRA,,,TR-515 / PS /85'',PS,58'',95,BLACK APC,D-15246,20258,128,168,1178,8,soft,kanti,URGENT,UDN-178,,
GINZA UDHNA,PROTECH,VIRENDRA,,,L-3032 / PS / 130'',PS,58'',250,PINK,D-7655 old lot 12448,20066,51,195,449,5,soft,Roll,,UDN-179,,
GINZA UDHNA,PROTECH,VIRENDRA,,,L-3032 / PS / 130'',ps,58'',250,white,Regular,20065,50,190,439,5,soft,Roll,,UDN-180,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,JLS-224A /NS/ 66,NS,54,-,GRENOBLE GREEN,N-46597,20251,-,52.7,195,3,SOFT,KATI,FINIS QLTY-5.20 / OLD LT 19557,UDN-181,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,JLS-224A /NS/ 66,NS,54'',-,GRENOBLE GREEN,N-46597,20101,-,33,122.5,2,SOFT,KATI,FINISH QLTY-5.20 / OLD LOT 19557,UDN-182,,
GINZA UDHNA,DREAMS,KULDEEP,,,S-681 /NS/ 66,NS,56'',-,WHITE,REGULAR,20250,-,157.3,880.5,9,SOFT,KATI,FINIHS QLTY-6.30,UDN-183,,
GINZA UDHNA,SUNNY WEARS,KULDEEP,,,A-516 /N/ 62,N,56'',-,BLUE,N-46856,20244,-,69.98,559.5,6,SOFT,KATI,FINISH QLTY-8.25,UDN-184,,
GINZA UDHNA,SUNNY WEARS,KULDEEP,,,A-516 /N/ 62,N,56'',-,BLACK,N-46783,20245,-,69.54,556.5,6,SOFT,KATI,FINISH QLTY-8.25,UDN-185,,
GINZA UDHNA,SUNNY WEARS,KULDEEP,,,A-516 /N/ 62,N,56'',-,PINK,N-46861,20246,-,71,569,6,SOFT,KATI,FINISH QLTY-8.25,UDN-186,,
GINZA UDHNA,SUNNY WEARS,KULDEEP,,,A-516 /N/ 62,N,56'',-,OFF WHITE,N-46790,20247,-,69.42,556,6,SOFT,KATI,FINISH QLTY-8.25,UDN-187,,
GINZA UDHNA,DREAMS,KULDEEP,,,S-681 /NS/ 66,NS,56'',-,WHITE,REGULAR,20249,-,156.46,875.5,9,SOFT,KATI,FINISH QLTY-6.30,UDN-188,,
GINZA UDHNA,GINZA,KULDEEP,,,171 /N/ 24-PATTI,N,24 PATTI ,-,WHITE,REGULAR,20252,-,143.4,1333,11,HARD,KATI,FINIHS QLTY-9.50-10,UDN-189,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,A-71 /N/ 65,N,56'',-,CHOCLET,N-47412,20255,-,147.68,2244.5,12,SOFT,KATI,FINIHS QLTY-16,UDN-190,,
GINZA UDHNA,,VIRENDRA,,,L-3096/PS-108      S/F,PS,58'',200,RFD,-,20074,,36.1,101,1,SOFT PH KETAN SIR,Rolling,,ORD-22183,,
CKU,,PIYUSH(CKU),,,C-672-76,P,64,120,RFD,-,18939,,25,,1,PH MAINTAIN ROLLING,Rolling,SN2425,ORD-22208,,
CKU,,PIYUSH(CKU),,,C-672-76,P,64,120,RFD,-,917,,25,,1,PH MAINTAIN ROLLING,Rolling,SN2526,ORD-22209,,
CKU,,PIYUSH(CKU),,,C-672-76,P,64,120,RFD,-,4889,,25,,1,PH MAINTAIN ROLLING,Rolling,SN2526,ORD-22210,,
CKU,,PIYUSH(CKU),,,C-672-76,P,64,120,RFD,-,11416,,25,,1,PH MAINTAIN ROLLING,Rolling,SN2526,ORD-22211,,
CKU,,PIYUSH(CKU),,,C-672-76,P,64,120,RFD,-,15580,,39,,1,PH MAINTAIN ROLLING,Rolling,SN2526,ORD-22212,,
GINZA UDHNA,SGU,,,,A-2103,N,59,35,NUDE,,15878,,11.7,,1,SOFT FINISH KATI,kanti,,ORD-22230,,
GINZA UDHNA,SGU,,,,A-2103,N,59,35,WAFFLE,,15878,,10,,1,SOFT FINISH KATI,kanti,,ORD-22231,,
GINZA UDHNA,SGU,,,,A-2103,N,59,35,BLUE,,15522,,10,,1,SOFT FINISH KATI,kanti,,ORD-22232,,
CKU,BRAND SQUARE,PIYUSH(CKU),,,NEW DEVELOPMENT-215C,P,65,165,WHITE,CKU-22120,20006,KDC-02,398.7,,14,EXTRA SOFT FINISH,Rolling,,CKU-1980,,
CKU,BRAND SQUARE,PIYUSH(CKU),,,NEW DEVELOPMENT-215C,P,65,165,WHITE,CKU-22120,20005,KDC-01,405,,14,EXTRA SOFT FINISH,Rolling,,CKU-1981,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,VJ COFFEE,CKU-18130,20013,KDC-09,349.5,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1982,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V CRUSH & BLUSH ,CKU-19297,20012,KDC-08,348.58,,14,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1983,,
CKU,Welnit Industries,PIYUSH(CKU),,,C-917A-62,NS,60,170,BURGUNDY,N-47440,20015,KDC-11,174.45,,7,SOFT FINISH,Rolling,,CKU-1984,,
CKU,CULTSPORTS/AMBERNATH,PIYUSH(CKU),,,C-917A-62,NS,60,150,MOONSTRUCK,N-46157,20014,KDC-10,349.3,,14,ANTI-STATIC WICKING FASTDRYAND ANTI-MICROBIAL,Rolling,,CKU-1985,,
CKU,CULTSPORTS/AMBERNATH,PIYUSH(CKU),,,C-917A-62,NS,60,150,MOONSTRUCK,N-46157,20239,KDC-24,174.8,,6,ANTI-STATIC WICKING FASTDRYAND ANTI-MICROBIAL,Rolling,,CKU-1986,,
CKU,B.K ENTERPRISE,PIYUSH(CKU),,,C-735A BLACK,PS,60,250,RFD,-,20090,KDC-12,379.2,,14,SOFT FINISH,Rolling,,CKU-1987,,
CKU,Sqad Gear /CULT,PIYUSH(CKU),,,C-735A BLACK,PS,60,250,RFD,-,20240,KDC-25,379.6,,14,SOFT WICKING ,Rolling,,CKU-1988,,
CKU,B.K ENTERPRISES,PIYUSH(CKU),,,NEW SAMPLE-1450A,CS,72,160,MINT,CL-39273,20091,KDC-13,421.1,,14,EXTRA SOFT FINISH,Rolling,,CKU-1989,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,BEET RED,M-5009,20189,KDC-16,174.6,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1990,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V J COFFE,CKU-18130,20234,KDC-19,323.8,,13,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1991,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276(POLY FILAMENT100%),P,64,135,DAY BREAK,CKU-22343,20236,KDC-21,164.4,,6,SOFTWICKING,Rolling,,CKU-1992,,
CKU,Rama Handicrafts (Jaipur),PIYUSH(CKU),,,NEW SAMPLE-709,P,62,160,RFD,RFD,20237,KDC-22,494.6,,18,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-1993,,
CKU,Rama Handicrafts (Jaipur),PIYUSH(CKU),,,NEW SAMPLE-709,P,62,160,RFD,RFD,20238,KDC-23,711.5,,25,SOFT WICKING+PH MAINTAIN,Rolling,,CKU-1994,,
CKU,SGU,PIYUSH(CKU),,,C-917A,NS,60,160,BLACK,N-47486,20355,KDC-27,170,,6,SOFT FINISH,Rolling,,CKU-1995,,
CKU,Silvertraq International Private Limited (Tirupur),PIYUSH(CKU),,,C-735FKG,PS,60,260,RHODADENDR,M-7354,20356,KDC-28,199,,8,SOFT WICKING(EXHAUST METHOD)+ANTIMICROBIAL,Rolling,,CKU-1996,,
CKU,Flexfit Active Wear Pvt Ltd (Bangalore),PIYUSH(CKU),,,NEW SAMPLE-1458 (95%POLYESTER 05%SPANDEX),PS,60,270,STEEL GREY,HF-4165,20093,KDC-15,346,,13,SOFT WICKING(EXHAUST METHOD),Rolling,,CKU-1997,,
CKU,Flexfit Active Wear Pvt Ltd (Bangalore),PIYUSH(CKU),,,NEW SAMPLE-1458 (95%POLYESTER 05%SPANDEX),PS,60,270,STEEL GREY,HF-4165,20235,KDC-20,343.95,,13,SOFT WICKING(EXHAUST METHOD),Rolling,,CKU-1998,,
GINZA UDHNA,ABSJ ,VIRENDRA,,,TR-1 / NS / 85'',NS,58'',130,IRON GATE,N-47172 old lot 17875,17881,427,26,130,1,soft,kanti,most urgent,UDN-191,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-515 / PS /85'',PS,58'',95,BOIL + HEAT SET,P H MAINTAIN,20419,135,170,1191,8,soft,kanti,,UDN-192,,
GINZA UDHNA,MAA CREATION,VIRENDRA,,,TR-1 / NS /85'',NS,58'',130,BLACK,Regular,20421,137,303,1516,12,soft,kanti,,UDN-193,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-8 / NS / 85'',NS,58'',95,WHITE,Regular,20418,134,174,1219,9,soft,kanti,,UDN-194,,
GINZA UDHNA,FREE WILL,VIRENDRA,,,L-3009 / ps / 130'',PS,58'',220,BLACK,D-15027 old lot 16801 ok,20416,132,458,916,11,wicking soft,Roll,wicking soft ,UDN-195,,
GINZA UDHNA,PROTECH,VIRENDRA,,,L-74 / ns / 130'',NS,60'',200,GOLD,old lot 18344,20069,54,406,1014,10,soft,Roll,,UDN-196,,
GINZA UDHNA,REGULAR,SUNIL,,,"A-2001/N/65""",NYLON,"56""",-,WHITE,-,18493,GRP/0086/02/26,171.8,3025,14,REGULAR,TAKA FORM,DISPATCH IN TAKA FORM,UDN-197,,
GINZA UDHNA,PROVOCOTRO,SUNIL,,,"A-2001/N/65""",NYLON,"56""",-,BOIL HEAT SET,-,18494,GRP/0087/02/26,170.9,3007,14,REGULAR,ROLL PACKING,,UDN-198,,
GINZA UDHNA,RAGHUNATH,SUNIL,,,"A-2069/N/65""",NYLON,"56""",-,HEAT SET,-,20043,GRP/0028/03/26,111.5,3122,7,REGULAR,-,ONLY STENTER,UDN-199,,
GINZA UDHNA,S K F,SUNIL,,,"A-2011/N/72""",NYLON,"60""",-,HEAT SET,-,20253,GRP/0123/03/26,79.48,2299,12,REGULAR,-,ONLY STENTER,UDN-200,,
GINZA UDHNA,RAGHUNATH,SUNIL,,,"A-2069/N/65""",NYLON,"56""",-,HEAT SET,-,20414,GRP/0129/03/26,108.4,3035,7,REGULAR,-,ONLY STENTER,UDN-201,,
GINZA UDHNA,KRITIKA,SUNIL,,,"A-1625/P/65""",POLY,"56""",-,PINK,D-15149,20480,GRP/0161/03/26,118.9,3685.5,19,REGULAR,-,,UDN-202,,
GINZA UDHNA,KRITIKA,SUNIL,,,"A-1625/P/65""",POLY,"56""",-,PURPLE,D-15142,20481,GRP/0162/03/26,121.38,3763,21,REGULAR,-,,UDN-203,,
GINZA UDHNA,S JI,SUNIL,,,"A-2081E/N/52""",NYLON,"48""",-,BOIL HEAT SET,-,20483,GRP/0164/03/26,64.9,1224,5,REGULAR,-,,UDN-204,,
GINZA UDHNA,PRAMOD,SUNIL,,,"A-1129A/P/65""",POLY,"56""",-,SILVER GREY,-,20484,GRP/0165/03/26,287.44,3162,23,AS PER RUNNING,100 MTR ROLL PACKING,,UDN-205,,
GINZA UDHNA,KRITIKA,SUNIL,,,"A-1625/P/65""",POLY,"56""",-,LIGHT PURPLE,D-15156,20479,GRP/0160/03/26,121.48,3767.4,21,REGULAR,-,,UDN-206,,
GINZA UDHNA,TAPIO,SUNIL,,,"A-1105/P/65""",POLY,"56""",-,NUDE,D-15541,19308,GRP/0346/02/26,79.48,1152.5,7,REGULAR,-,,UDN-207,,
GINZA UDHNA,S K F,SUNIL,,,"A-2011/N/65""",NYLON,"56""",-,HEAT SET,-,20254,GRP/0124/03/26,72.04,2297,13,REGULAR,-,ONLY STENTER,UDN-208,,
CKU,VIBRENT PRINT,PIYUSH(CKU),,,C-732 (90%POLY 10% SPANDEX),PS,60,200,CENTER WHITE,-,20398,KDC-31,367,,13,SOFT FINISH+PH MAINTAIN,Rolling,CONFIRM WITH UDIT SIR,CKU-1999,,
CKU,VIBRENT PRINT,PIYUSH(CKU),,,C-732 (90%POLY 10% SPANDEX),PS,60,200,CENTER WHITE,-,20399,KDC-32,168,,6,SOFT FINISH+PH MAINTAIN,Rolling,CONFIRM WITH UDIT SIR,CKU-2000,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-672,P,64,120,JETBLACK GRAFIT,M-6436,11643,KDC-001586,170,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2001,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-672,P,64,120,CAFE LATE,CKU-17178,17679  A,KDC-002664,72,,3,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2002,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-672,P,64,120,BRACKEN ,M-9356,17679  B,KDC-002664,24,,1,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-2003,,
GINZA UDHNA,S JI,SUNIL,,,"A-2081E/N/52""",NYLON,"48""",-,WHITE,-,20483,GRP/0164/03/26,57.48,1076,4,REGULAR,-,,UDN-209,,
GINZA UDHNA,,ARIK,,,SAMPLE-11448,PS,56,,RFD,-,20248,,7.7,73,1,SOFT,Rolling,S/F,ORD-22294,,
GINZA UDHNA,GINZA,KULDEEP,,,266 /N/ 64 PATTI,N,64 PATTI,-,WHITE,REGULAR,20475,-,147.48,1192.5,11,HARD,KATI,FINISH QLTY-7,UDN-210,,
GINZA UDHNA,GINZA,KULDEEP,,,S-986 /NS/ 66,NS,56'',-,B+HEAT SET,REGULAR,20420,-,30,81,1,SOFT,KATI,NEW DESIGN,UDN-211,,
GINZA UDHNA,BLUEMOON,KULDEEP,,,S-766A /PS/ 68,PS,56'',-,NAVY BLUE,D-15118,20423,-,29.94,129,2,SOFT,KATI,FINISH QLTY-5.20 / OLD LOT 17741,UDN-212,,
GINZA UDHNA,TANJANA ,KULDEEP,,,JL-277 /N/ 66,N,54'',-,BLACK,N-47636,20465,-,229.68,1654,14,SOFT,KATI,FINISH QLTY-8.15,UDN-213,,
GINZA UDHNA,TANJANA ,KULDEEP,,,JL-277 /N/ 66,N,54'',-,GREEN,N-47748,20466,-,229.86,1655,14,SOFT,KATI,FINISH QLTY-8.15,UDN-214,,
GINZA UDHNA,TANJANA ,KULDEEP,,,JL-228 /N/ 66,N,54'',-,IVORY,N-47680,20467,-,360.82,1804,22,SOFT,KATI,FINISH QLTY-5.20,UDN-215,,
GINZA UDHNA,TANJANA ,KULDEEP,,,JL-228 /N/ 66,N,54'',-,PINK,N-47707,20468,-,367,1837,20,SOFT,KATI,FINISH QLTY-5.20,UDN-216,,
GINZA UDHNA,GINZA,KULDEEP,,,JL-225 /N/ 64,N,54'',-,B+HEAT SET,REGULAR,20469,-,49.9,324,3,SOFT,KATI,FINISH QLTY-7.70,UDN-217,,
GINZA UDHNA,GINZA,KULDEEP,,,JL-239 /N/ 66,N,56'',-,B+HEAT SET,REGULAR,20470,-,52.2,339,3,SOFT,KATI,FINISH QLTY-7.50,UDN-218,,
GINZA UDHNA,GINZA,KULDEEP,,,210 /N/ 50 PATTI,N,50 PATTI,-,WHITE,REGULAR,20473,-,142.96,1142.5,12,HARD,KATI,FINISH QLTY-7.80,UDN-219,,
GINZA UDHNA,GINZA,KULDEEP,,,283 /N/ 44 PATTI,N,44 PATTI,-,WHITE,REGULAR,20476,-,37.2,372.5,4,HARD,KATI,FINISH QLTY-10.80,UDN-220,,
GINZA UDHNA,GINZA,KULDEEP,,,283 /N/ 44 PATTI,N,44 PATTI,-,WHITE,REGULAR,20477,-,31.82,318,3,HARD,KATI,FINIHS QLTY-10.80,UDN-221,,
GINZA UDHNA,GINZA,KULDEEP,,,171 /N/ 24 PATTI,N,24 PATTI,-,WHITE,REGULAR,20486,-,190.54,1769.5,14,HARD,KATI,FINIHS QLTY-9.50-10,UDN-222,,
GINZA UDHNA,GINZA,KULDEEP,,,S-73B / NS / 66,NS,56'',-,B+HEAT SET,REGULAR,20472,-,34,211,3,SOFT,KATI,FINISH QLTY-7,UDN-223,,
GINZA UDHNA,GINZA,KULDEEP,,,266 /N/ 64 PATTI,N,64 PATTI,-,WHITE,REGULAR,20474,-,27.56,212.5,2,HARD,KATI,FINISH QLTY-7,UDN-224,,
GINZA UDHNA,SAANVI ,KULDEEP,,,S-617 /NS/ 68,NS,56'',-,RIO RED,N-36556,20485,-,131,563,7,SOFT,KATI,FINISH QLTY-5.25 / OLD LOT 7821,UDN-225,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-4008 / NS / 130'',NS,58'',180,WHITE,Regular,20459,140,373,1119,10,soft,kanti,,UDN-226,,
GINZA UDHNA,PROTECH,VIRENDRA,,,L-3032 / PS / 130'',PS,58'',250,LIME GREEN,D-4186,20462,143,195,449,5,soft,Roll,,UDN-227,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-04 / NS / 85'',NS,58'',160,WHITE,Regular,20464,145,114,411,3,soft,kanti,,UDN-228,,
GINZA UDHNA,RELIANCE,VIRENDRA,,,TR-508 / PS / 85'',PS,58'',110,BLACK,OLD LOT 19269,20461,142,339,2037,16,soft,kanti,BETTER FASTNESS ,UDN-229,,
GINZA UDHNA,TRIUMPH ,VIRENDRA,,,L-83 / NS /130'',NS,58'',200,NUDE BEIGE,OLD LOT 13605 OK,20256,126,118,297,3,THERMAL PROCESS ,Roll,THERMARL PROCESS ,UDN-230,,
Fabilon (Udhna) Sun,,EXTERNAL,,,MULBERRY BUBBLE	,PP,50 APC,180-190 APC,RFD,-,19883,CH-1649 J	,360,,12,APC  BY JENIL,Rolling,APC  BY JENIL,ORD-22296,,
Fabilon (Udhna) Sun,,EXTERNAL,,,MULBERRY BUBBLE	,PP,50 APC,180-190 APC,RFD,-,19883,CH-1649 J	,180,,6,APC  BY JENIL,Rolling,APC  BY JENIL,ORD-22297,,
GINZA UDHNA,BLUE MOON,VIRENDRA,,,L-92B / NS /130'',NS,58'',320,BLACK,Regular,20241,111,103,197,3,blue moon std,kanti,URGENT,UDN-231,,
GINZA UDHNA,NAIDU HALL,SUNIL,,,"A-2001/N/65""",NYLON,"56""",-,GREYISH PURPLE,N-47716,17745,GRP/0380/01/26,18.6,326,2,REGULAR,ROLL PACKING,,UDN-232,,
CKU,NAIDU HALL APPARELS,PIYUSH(CKU),,,C-917A-72,NS,65,160,LIGHT SKIN,N-46237,20400,KDC-33,168,,7,SOFT FINISH,Rolling,,CKU-2004,,
CKU,QMAX FASHION,PIYUSH(CKU),,,C-917A-72,NS,60,150,BROWNIE,N-33350,20447,KDC-35,178,,6,SOFT FINISH,Rolling,,CKU-2005,,
CKU,ROHIT SIR,PIYUSH(CKU),,,NS-1467,NS,60,180-200,NAVY,-,20008,KDC-04,21.3,,1,SOFT FINISH,Rolling,,CKU-2006,,
CKU,PIYUSHA SIR /SAMPLE,PIYUSH(CKU),,,ND-291A,PNS,60,150-180,RFD,-,20358,KDC-30,25,,1,SOFT FINISH,Rolling,CBR HEATSET FINISH,CKU-2007,,
CKU,PIYUSHA SIR /SAMPLE,PIYUSH(CKU),,,ND-291,PNS,60,150-180,RFD,-,20357,KDC-29,21,,1,SOFT FINISH,Rolling,CBR HEATSET FINISH,CKU-2008,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20449,KDC-37,394,,14,EXTRA SOFT FINISH,Rolling,,CKU-2009,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,ND-215C RF ,P,65,165,BLACK,HF-2462,20435,RF-30,360,,17,EXTRA SOFT FINISH,Rolling,CONVERT INTO BLACK,CKU-2010,,
CKU,TORAM CREATORS PRIVATE LIMITED. (MADURAI),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,65,165,BEIGE,CKU-21546,20452,KDC-40,390,,14,EXTRA SOFT FINISH,Rolling,,CKU-2011,,
